Condition_1,Condition_2,Condition_3,Condition_4,Condition_5,Condition_6,EMG_Average
8.0,0.8,0.1,80.00000000000001,0.002449305595776645,1.1007035621449514e-06,-7.80894720789447e-05
9.0,1.2,0.1,120.0,0.0016950715250654488,1.3267164355664312e-06,1.977999468284579e-05
10.0,0.8,0.4,320.00000000000006,0.001199425029922959,2.2277928676579868e-06,3.127215721531929e-06
11.0,0.6,0.4,240.0,0.0025131720742721363,1.5670257838622148e-06,-0.00024280765869926025
12.0,0.4,0.8,320.00000000000006,0.0019648472367542794,9.860963954301336e-07,-0.0002960173952126353
13.0,0.0,0.1,0.0,0.0019429792250115604,7.268766252147454e-07,0.0004561652623640387
14.0,1.0,0.4,400.0,0.0024565759019729723,2.2226279726912017e-06,0.0004042228734029003
15.0,0.4,0.2,80.00000000000001,0.002185452604591404,9.577959915311108e-07,-8.183945094446108e-05
16.0,0.6,0.8,480.0,0.00201599491404284,1.0289885045196833e-06,5.684157951548833e-06
17.0,0.2,0.1,20.000000000000004,0.001987556072751901,1.063232367070346e-06,-0.00015910833870015346
18.0,0.0,0.2,0.0,0.002316540776040668,9.266910812524451e-07,-5.874570837015413e-05
19.0,0.4,0.1,40.00000000000001,0.0018678375413855573,1.0543184374759206e-06,0.0002155363501185675
20.0,0.8,0.2,160.00000000000003,0.0019151955203492446,1.0313624558294535e-06,0.00016788879223795554
21.0,0.8,0.8,640.0000000000001,0.004145190388236035,1.2219409328351016e-06,-3.7189528241806036e-05
22.0,1.0,0.1,100.0,0.0024322172060046643,1.7562403532310125e-06,0.0002719974046197714
23.0,1.0,0.2,200.0,0.00370738816611077,1.0944958702502308e-06,-0.00040118636106621327
24.0,0.2,0.2,40.00000000000001,0.002623527733038933,1.118162661515232e-06,9.244040262195351e-05
25.0,0.6,0.2,120.0,0.003201131102059475,7.889859142170533e-07,0.0001045731850143391
26.0,1.2,0.8,960.0,0.002581283992999928,1.0529881069368038e-06,-9.849442292028981e-05
27.0,1.2,0.2,240.0,0.0031577838181960135,9.92044307212022e-07,0.00018013976566355603
28.0,0.2,0.4,80.00000000000001,0.0031659527110232863,9.649560071770058e-07,-0.0003233820230781673
